LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 2d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       2

lattice         sq ${density}
lattice         sq 1.1
Lattice spacing in x,y,z = 0.95346259 0.95346259 0.95346259
region          box block 0 20 0 20 -0.5 0.5
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 -0.47673129) to (19.069252 19.069252 0.47673129)
  1 by 1 by 1 MPI processor grid
create_atoms    1 box
Created 400 atoms
  using lattice units in orthogonal box = (0 0 -0.47673129) to (19.069252 19.069252 0.47673129)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 12345
velocity all create 3 12345

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 30 30 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/2d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.055 | 3.055 | 3.055 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     19500   3.1727422      2.1973903      0              5.3622006      47.17527     
     20000   3.0614242      2.3984482      0              5.4522189      48.543328    
     20500   3.0724702      2.234568       0              5.299357       46.765764    
     21000   3.3314297      2.1619987      0              5.4850998      46.92383     
     21500   3.1362214      2.2030523      0              5.3314332      45.850937    
     22000   3.0779352      2.0494199      0              5.1196603      44.74073     
     22500   3.2562462      2.0547641      0              5.3028697      44.165022    
     23000   2.9047518      1.9511206      0              4.8486105      43.041543    
     23500   3.0236705      2.1542224      0              5.1703338      45.34397     
     24000   3.2437231      2.080961       0              5.3165748      44.809963    
     24500   3.0785831      1.8343414      0              4.905228       40.902452    
     25000   3.2455513      2.0125274      0              5.2499648      43.605802    
     25500   2.8387267      2.025748       0              4.8573779      43.306581    
     26000   2.8861651      2.213981       0              5.0929307      46.157306    
     26500   2.6676396      1.9610013      0              4.6219717      43.209033    
     27000   2.9872424      1.9029048      0              4.8826791      41.826548    
     27500   3.0085618      2.1148078      0              5.1158482      45.652789    
     28000   2.9331113      1.9131976      0              4.8389761      42.630265    
     28500   3.0860836      1.9639507      0              5.0423191      42.573244    
     29000   3.0245883      2.1653023      0              5.1823292      46.754347    
     29500   2.9526169      2.0951691      0              5.0404044      45.159962    
     30000   3.2029051      2.1073073      0              5.3022052      44.41008     
     30500   3.1486582      2.1803649      0              5.3211515      46.502054    
     31000   2.7853746      2.1317838      0              4.910195       44.791628    
     31500   2.8981635      2.0329525      0              4.9238706      43.566394    
     32000   3.127566       2.0349547      0              5.1547018      44.116887    
     32500   3.2509981      2.2764092      0              5.5192799      47.90457     
     33000   2.9000795      2.2810406      0              5.1738699      47.080979    
     33500   2.9728936      2.1561987      0              5.12166        45.795163    
     34000   2.9043257      1.9884035      0              4.8854684      43.748956    
     34500   2.8905636      2.1638414      0              5.0471786      45.704951    
     35000   3.0859374      2.2149755      0              5.2931981      46.427984    
     35500   3.0045691      2.2835968      0              5.2806545      46.588552    
     36000   3.0534229      2.174638       0              5.2204273      45.925795    
     36500   2.9309027      2.114363       0              5.0379384      44.407836    
     37000   2.9280241      2.0422001      0              4.9629042      43.662989    
     37500   2.9685396      2.0436857      0              5.0048039      43.482781    
     38000   3.1413625      2.2204708      0              5.3539799      46.733294    
     38500   3.1677362      2.1770543      0              5.3368711      46.374329    
     39000   3.1575863      2.3016247      0              5.4513171      47.549143    
     39500   2.9670573      1.867987       0              4.8276266      41.499744    
     40000   2.9687932      2.1129654      0              5.0743367      45.122113    
     40500   3.1405543      2.2122389      0              5.3449418      46.752695    
     41000   3.0909228      2.1045192      0              5.1877148      44.417887    
     41500   3.2725008      2.1418559      0              5.4061755      45.970967    
     42000   2.9760993      1.9573705      0              4.9260295      42.766528    
     42500   3.251728       2.0357824      0              5.2793811      44.890662    
     43000   2.9853511      2.1785614      0              5.1564491      46.184377    
     43500   3.0908817      2.3816952      0              5.4648497      49.004291    
     44000   2.8298023      2.0931772      0              4.915905       45.045876    
     44500   2.9427911      1.9532558      0              4.8886899      42.9732      
     45000   2.8776781      2.140466       0              5.0109498      44.933744    
     45500   2.9414469      2.1663095      0              5.1004028      46.303168    
     46000   3.2288168      2.0689585      0              5.2897033      44.894133    
     46500   3.1884615      2.2581903      0              5.4386807      46.696902    
     47000   2.8739324      2.1088777      0              4.9756253      45.159063    
     47500   2.8937029      2.0901102      0              4.9765789      44.1492      
     48000   2.9482953      2.0693144      0              5.0102389      44.569233    
     48500   3.0118163      2.1799199      0              5.1842067      45.450368    
     49000   3.192          2.0070078      0              5.1910277      43.347047    
     49500   3.1922012      2.0752219      0              5.2594426      44.579434    
     50000   3.15174        2.0762934      0              5.220154       44.217507    
Loop time of 1.88837 on 1 procs for 50000 steps with 400 atoms

Performance: 22876832.111 tau/day, 26477.815 timesteps/s, 10.591 Matom-step/s
98.6% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.77341    | 0.77341    | 0.77341    |   0.0 | 40.96
Neigh   | 0.66065    | 0.66065    | 0.66065    |   0.0 | 34.99
Comm    | 0.090831   | 0.090831   | 0.090831   |   0.0 |  4.81
Output  | 0.0048811  | 0.0048811  | 0.0048811  |   0.0 |  0.26
Modify  | 0.25935    | 0.25935    | 0.25935    |   0.0 | 13.73
Other   |            | 0.09925    |            |       |  5.26

Nlocal:            400 ave         400 max         400 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:            116 ave         116 max         116 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:           1188 ave        1188 max        1188 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 1188
Ave neighs/atom = 2.97
Neighbor list builds = 16838
Dangerous builds = 0

unfix 1
dump           1 all atom ${run_steps} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d1.1_N${run_steps}.lammpstrj
dump           1 all atom 100000 2dWCA_T0.1_d1.1_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d1.1_N${run_steps}.dcd
dump           2 all dcd 500 2dWCA_T0.1_d1.1_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.082 | 3.082 | 3.082 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   3.15174        2.0762934      0              5.220154       44.217507    
     50500   3.1175283      2.0670289      0              5.1767634      45.46205     
     51000   3.1383111      2.0359483      0              5.1664135      44.521498    
     51500   3.1489748      2.1042209      0              5.2453232      44.271607    
     52000   3.1539461      2.1094779      0              5.2555391      44.86358     
     52500   3.2645611      2.0101781      0              5.2665778      44.448129    
     53000   3.1419808      2.0328723      0              5.1669982      43.722123    
     53500   3.0648877      2.0721267      0              5.1293522      44.549797    
     54000   3.1282854      2.0144074      0              5.1348721      43.742841    
     54500   2.8293187      1.9863825      0              4.8086279      42.776509    
     55000   2.8615834      1.9613266      0              4.815756       43.425218    
     55500   2.7349316      1.9473961      0              4.6754903      42.51581     
     56000   2.8239473      1.7165955      0              4.5334829      38.995093    
     56500   2.8684532      1.7663126      0              4.6275947      40.806519    
     57000   2.8027608      1.7667175      0              4.5624715      39.893704    
     57500   2.8527091      1.7306484      0              4.5762258      40.113357    
     58000   2.7255569      1.8532362      0              4.5719793      40.70162     
     58500   2.5939597      1.9670194      0              4.5544941      43.223016    
     59000   2.7331236      1.9571776      0              4.6834684      42.60774     
     59500   2.7137832      1.9760596      0              4.6830583      42.823321    
     60000   2.5438272      1.9018313      0              4.4392989      41.458669    
     60500   2.5102504      1.8313331      0              4.3353079      41.051246    
     61000   2.4597782      1.7942648      0              4.2478935      39.525838    
     61500   2.6204608      1.6485801      0              4.2624898      37.803647    
     62000   2.5413873      1.6652051      0              4.2002389      38.604423    
     62500   2.5268243      1.78369        0              4.3041972      39.258062    
     63000   2.6217194      1.6402129      0              4.255378       37.981523    
     63500   2.3855265      1.8081405      0              4.1877032      39.5786      
     64000   2.5163625      1.6406833      0              4.1507549      37.825243    
     64500   2.4446148      1.6974197      0              4.135923       38.319363    
     65000   2.6530705      1.7236121      0              4.3700499      39.666746    
     65500   2.7991496      1.7701995      0              4.5623513      39.309266    
     66000   2.5680291      1.8108064      0              4.3724155      40.033424    
     66500   2.6051189      1.6859598      0              4.2845658      38.376827    
     67000   2.3870732      1.7360445      0              4.11715        39.337575    
     67500   2.4696352      1.4712404      0              3.9347015      35.29475     
     68000   2.3466447      1.7468231      0              4.0876012      39.382783    
     68500   2.3527579      1.8685478      0              4.2154238      41.050718    
     69000   2.4299976      1.722064       0              4.1459866      38.929136    
     69500   2.3732581      1.68885        0              4.056175       38.097807    
     70000   2.4790713      1.5624499      0              4.0353236      36.760983    
     70500   2.468705       1.7202849      0              4.1828181      39.417995    
     71000   2.5440391      1.599556       0              4.1372351      37.418215    
     71500   2.4895066      1.5098879      0              3.9931708      36.576138    
     72000   2.3246464      1.5801936      0              3.8990284      37.031245    
     72500   2.3315652      1.4840895      0              3.8098258      35.506777    
     73000   2.3165007      1.7495729      0              4.0602823      39.277       
     73500   2.4698619      1.6835346      0              4.1472219      38.136587    
     74000   2.5839411      1.4353881      0              4.0128694      35.440044    
     74500   2.4792742      1.504438       0              3.977514       35.733037    
     75000   2.208798       1.5812228      0              3.7844988      36.986828    
     75500   2.1992674      1.3878882      0              3.5816575      33.80226     
     76000   2.2256554      1.4403838      0              3.6604751      34.254779    
     76500   2.2802869      1.4156379      0              3.6902241      34.351903    
     77000   2.2116582      1.4475768      0              3.6537059      35.137273    
     77500   2.1469621      1.6462742      0              3.7878689      36.929831    
     78000   2.1729356      1.6785601      0              3.8460633      37.992389    
     78500   2.369505       1.4533775      0              3.8169587      34.833393    
     79000   2.3664919      1.3324764      0              3.693052       32.909503    
     79500   2.167283       1.5140406      0              3.6759054      35.27724     
     80000   2.1048765      1.5177236      0              3.6173378      36.356904    
     80500   1.9142229      1.5646595      0              3.4740969      36.344825    
     81000   2.15211        1.3991655      0              3.5458953      34.046535    
     81500   2.2840715      1.3714726      0              3.649834       33.718927    
     82000   2.1489153      1.3707169      0              3.5142599      33.076409    
     82500   2.0156003      1.3633821      0              3.3739434      33.203392    
     83000   2.0711787      1.4271259      0              3.4931267      33.962232    
     83500   2.1298495      1.2944501      0              3.4189749      32.455414    
     84000   2.052338       1.4512609      0              3.498468       34.345242    
     84500   2.0330843      1.3133531      0              3.3413547      32.598247    
     85000   1.9058051      1.2156554      0              3.116696       30.841907    
     85500   1.8047466      1.2641858      0              3.0644206      32.03052     
     86000   2.024415       1.1951919      0              3.2145459      30.335894    
     86500   1.8378878      1.4059813      0              3.2392743      33.820344    
     87000   1.9369349      1.4100631      0              3.3421556      33.92089     
     87500   1.8729602      1.314907       0              3.1831848      32.399582    
     88000   1.8602687      1.1831682      0              3.0387863      29.928925    
     88500   1.9214806      1.1913893      0              3.1080661      30.288979    
     89000   1.7419049      1.3354788      0              3.0730289      32.075765    
     89500   1.7363101      1.2044025      0              2.9363719      30.553623    
     90000   1.8315165      1.1616403      0              2.9885779      29.529858    
     90500   1.7705015      1.2479808      0              3.0140561      30.573994    
     91000   1.7446789      1.3006153      0              3.0409325      31.830811    
     91500   1.8276522      1.2051147      0              3.0281978      31.229939    
     92000   1.9540013      1.2209667      0              3.1700831      31.157213    
     92500   1.8081567      1.2342215      0              3.0378578      30.977962    
     93000   1.8456816      1.2703802      0              3.1114476      31.685747    
     93500   1.7463193      1.056796       0              2.7987495      28.303603    
     94000   1.6356131      1.1462444      0              2.7777685      29.344157    
     94500   1.707828       1.0405561      0              2.7441145      28.103338    
     95000   1.625469       1.0787446      0              2.7001499      27.998027    
     95500   1.5482969      1.114245       0              2.6586712      28.996066    
     96000   1.618474       1.1733134      0              2.7877413      29.591861    
     96500   1.6276458      1.088309       0              2.7118857      28.3285      
     97000   1.6859527      1.0599968      0              2.7417347      28.077931    
     97500   1.7590695      1.0085399      0              2.7632118      27.405223    
     98000   1.6197436      1.1373703      0              2.7530646      29.355324    
     98500   1.577129       0.93290811     0              2.5060943      25.921155    
     99000   1.5057639      1.0456677      0              2.5476671      27.426718    
     99500   1.4833427      0.99625054     0              2.4758849      26.828037    
    100000   1.5288514      1.0644368      0              2.589466       27.83168     
    100500   1.5731099      1.1151358      0              2.6843129      29.166894    
    101000   1.7516527      1.0510909      0              2.7983645      28.021391    
    101500   1.6190093      0.9279346      0              2.5428963      26.222645    
    102000   1.5002585      0.99014253     0              2.4866504      26.787408    
    102500   1.4117173      0.97839928     0              2.3865873      26.359713    
    103000   1.3833038      1.0009797      0              2.3808252      27.259369    
    103500   1.4082727      0.91539824     0              2.3201502      26.154675    
    104000   1.4191237      0.94422877     0              2.3598046      25.978972    
    104500   1.4018672      0.8698048      0              2.2681673      24.497668    
    105000   1.4491682      0.83471589     0              2.2802611      23.692315    
    105500   1.3482852      0.8981585      0              2.243073       24.835967    
    106000   1.4962408      0.82602764     0              2.3185278      24.09225     
    106500   1.4032223      1.0046821      0              2.4043963      26.468845    
    107000   1.427539       0.99631525     0              2.4202854      26.609891    
    107500   1.3158515      0.91993353     0              2.2324954      25.256605    
    108000   1.3130867      0.84753461     0              2.1573386      24.07922     
    108500   1.2729183      0.81523631     0              2.0849723      23.584475    
    109000   1.2619417      0.78731742     0              2.0461043      23.466957    
    109500   1.1909872      0.80273479     0              1.9907446      23.523036    
    110000   1.1277581      0.78489774     0              1.9098364      22.740153    
    110500   1.1824381      0.78143371     0              1.9609157      23.595564    
    111000   1.1887283      0.8391928      0              2.0249492      24.384472    
    111500   1.224238       0.81187198     0              2.0330494      23.458527    
    112000   1.1878737      0.81216016     0              1.9970641      22.95466     
    112500   1.2033236      0.74796637     0              1.9482817      22.408141    
    113000   1.1528102      0.74720134     0              1.8971296      22.810278    
    113500   1.098639       0.80802206     0              1.9039144      22.639116    
    114000   1.1168615      0.82681982     0              1.9408892      23.576653    
    114500   1.1124176      0.79185413     0              1.9014907      22.982517    
    115000   1.0826539      0.72602474     0              1.805972       21.396612    
    115500   1.0576932      0.75656369     0              1.8116127      22.323192    
    116000   1.0746312      0.70294805     0              1.7748927      21.04891     
    116500   1.1011259      0.67402892     0              1.772402       20.556696    
    117000   1.0607712      0.65282245     0              1.7109418      20.252144    
    117500   0.98288462     0.675624       0              1.6560514      20.703764    
    118000   0.92546269     0.58213716     0              1.5052862      18.469894    
    118500   1.0337329      0.6385674      0              1.6697159      19.766351    
    119000   1.0309337      0.63220887     0              1.6605653      20.229093    
    119500   1.0388959      0.59242076     0              1.6287195      18.830108    
    120000   1.0200708      0.59023921     0              1.6077599      18.949139    
    120500   0.93109875     0.63835068     0              1.5671217      19.747802    
    121000   0.87900687     0.61403908     0              1.4908484      19.281862    
    121500   0.86549058     0.60276995     0              1.4660968      18.825079    
    122000   0.88934857     0.54805288     0              1.4351781      18.177954    
    122500   0.88124146     0.52670061     0              1.405739       17.509509    
    123000   0.77826326     0.61830028     0              1.3946179      19.168841    
    123500   0.78656145     0.58429973     0              1.3688948      19.047298    
    124000   0.79950607     0.50129544     0              1.2988027      16.968489    
    124500   0.75042726     0.51970424     0              1.2682554      17.237094    
    125000   0.81013355     0.49076761     0              1.2988758      16.819854    
    125500   0.81329496     0.51262677     0              1.3238885      17.244661    
    126000   0.83167188     0.46848638     0              1.2980791      16.401808    
    126500   0.83446616     0.52499851     0              1.3573785      17.695827    
    127000   0.77363942     0.52633034     0              1.2980357      17.58748     
    127500   0.81016668     0.49843711     0              1.3065784      16.643933    
    128000   0.66360281     0.49554951     0              1.1574933      17.222324    
    128500   0.73512291     0.43114155     0              1.1644267      15.525727    
    129000   0.66143832     0.45831982     0              1.1181045      16.060841    
    129500   0.69228242     0.4282276      0              1.1187793      14.947385    
    130000   0.62935678     0.45147413     0              1.0792575      15.70813     
    130500   0.65819786     0.39459554     0              1.0511479      14.571514    
    131000   0.65604276     0.36237528     0              1.0167779      13.892462    
    131500   0.70734254     0.33568418     0              1.0412584      13.458235    
    132000   0.65578671     0.37256255     0              1.0267098      14.288199    
    132500   0.60225851     0.43268539     0              1.0334383      15.201937    
    133000   0.59464828     0.359022       0              0.95218366     13.272926    
    133500   0.5695819      0.33752746     0              0.90568541     13.375875    
    134000   0.54981671     0.3696453      0              0.91808746     13.978935    
    134500   0.58044333     0.37572417     0              0.9547164      13.921523    
    135000   0.52859783     0.4071058      0              0.93438213     14.674942    
    135500   0.53662943     0.35468465     0              0.8899725      13.624712    
    136000   0.52602151     0.30314324     0              0.8278497      12.109732    
    136500   0.44014853     0.35348568     0              0.79253384     13.331267    
    137000   0.45871278     0.29206925     0              0.74963524     12.120877    
    137500   0.46148549     0.270335       0              0.73066678     11.265069    
    138000   0.41565201     0.28970885     0              0.70432173     11.837214    
    138500   0.44946773     0.25972387     0              0.70806793     11.177005    
    139000   0.44727512     0.27064704     0              0.71680397     11.316978    
    139500   0.43809776     0.2627826      0              0.69978511     10.901996    
    140000   0.40340819     0.21798083     0              0.62038049     10.13387     
    140500   0.36411973     0.23296596     0              0.59617539     10.341364    
    141000   0.32984027     0.23611728     0              0.56513295     10.1716      
    141500   0.34094667     0.20544579     0              0.5455401      9.5849151    
    142000   0.31487561     0.20489074     0              0.51897916     9.4906063    
    142500   0.33147596     0.20036717     0              0.53101444     9.2267015    
    143000   0.32402482     0.16875705     0              0.49197181     8.5342536    
    143500   0.28885832     0.17536995     0              0.46350613     8.6673498    
    144000   0.26231767     0.16999728     0              0.43165916     8.7238536    
    144500   0.27046715     0.13077769     0              0.40056867     7.3193338    
    145000   0.24543289     0.14817181     0              0.39299112     7.6039445    
    145500   0.25002937     0.13836981     0              0.3877741      7.4377218    
    146000   0.22419713     0.12532543     0              0.34896207     6.9766628    
    146500   0.22718157     0.1220518      0              0.34866541     6.9351302    
    147000   0.18396325     0.10213492     0              0.28563827     6.1395196    
    147500   0.16877813     0.097575036    0              0.26593122     5.9852127    
    148000   0.15442963     0.084251013    0              0.23829457     5.3737708    
    148500   0.14136992     0.084409285    0              0.22542578     5.5457434    
    149000   0.12390951     0.067176743    0              0.19077648     4.7799278    
    149500   0.11858156     0.062795141    0              0.18108025     4.4866644    
    150000   0.094208872    0.052153211    0              0.14612656     4.0023053    
Loop time of 3.131 on 1 procs for 100000 steps with 400 atoms

Performance: 27595002.310 tau/day, 31938.660 timesteps/s, 12.775 Matom-step/s
99.0% CPU use with 1 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 1.4471     | 1.4471     | 1.4471     |   0.0 | 46.22
Neigh   | 0.84252    | 0.84252    | 0.84252    |   0.0 | 26.91
Comm    | 0.14209    | 0.14209    | 0.14209    |   0.0 |  4.54
Output  | 0.010192   | 0.010192   | 0.010192   |   0.0 |  0.33
Modify  | 0.51856    | 0.51856    | 0.51856    |   0.0 | 16.56
Other   |            | 0.1705     |            |       |  5.45

Nlocal:            400 ave         400 max         400 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:            116 ave         116 max         116 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:           1194 ave        1194 max        1194 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 1194
Ave neighs/atom = 2.985
Neighbor list builds = 23181
Dangerous builds = 0
Total wall time: 0:00:05
